productId,userId,rating
1772,2666,1.0
113,1846,2.0
1158,1170,5.0
1600,2575,5.0
2665,2193,5.0
920,244,5.0
2733,2687,5.0
1210,732,3.0
553,2290,5.0
2171,1830,5.0
1202,1846,5.0
3246,2768,5.0
335,1170,4.0
3343,732,5.0
136,2290,1.0
3091,1846,3.0
2479,562,3.0
2001,2299,5.0
104,2094,4.0
2452,464,3.0
804,2733,5.0
1212,2087,5.0
333,2094,5.0
2497,1846,4.0
538,1052,4.0
1897,2132,5.0
1212,2094,4.0
60,2032,4.0
2399,2290,4.0
50,533,1.0
2186,732,5.0
1083,2290,1.0
2497,1170,5.0
289,2032,4.0
224,2768,5.0
2859,2032,4.0
2952,732,3.0
2370,2459,5.0
1235,2290,3.0
478,2087,4.0
2343,2290,1.0
2096,2087,4.0
2343,2290,2.0
1458,2290,4.0
1639,2290,4.0
1426,2193,5.0
2096,259,5.0
758,2414,5.0
2601,2290,5.0
877,1854,4.0
2776,2290,3.0
174,2290,5.0
274,2072,3.0
2271,265,4.0
1743,265,5.0
3255,1010,5.0
3088,2717,5.0
801,265,4.0
1250,2666,4.0
3093,2290,5.0
802,265,4.0
2272,955,4.0
1691,2768,5.0
2023,265,5.0
2879,2290,1.0
3212,2666,5.0
1628,2290,1.0
1748,2768,5.0
3209,2666,5.0
2411,1643,4.0
1630,2290,2.0
3206,2666,5.0
2096,2719,5.0
2602,2290,4.0
425,88,5.0
215,2290,3.0
429,88,5.0
434,88,5.0
2271,2768,4.0
1640,2290,1.0
432,88,5.0
1618,1598,3.0
2780,2788,4.0
1972,2650,5.0
436,88,5.0
554,1598,5.0
3005,1170,5.0
431,88,5.0
3108,1598,5.0
60,1621,4.0
2580,2797,4.0
277,2116,5.0
119,1471,5.0
784,1566,4.0
2767,2666,5.0
2031,2768,5.0
720,2753,4.0
215,634,4.0
1912,989,4.0
60,2817,4.0
3151,2768,5.0
1092,1210,3.0
418,749,5.0
470,981,3.0
446,2666,5.0
3327,1859,5.0
215,749,5.0
2892,1210,5.0
2399,634,3.0
1150,1646,5.0
335,989,4.0
1985,1859,5.0
1220,119,2.0
1926,1430,4.0
2073,644,4.0
3186,19,4.0
1021,909,5.0
2031,1622,5.0
2357,644,5.0
3104,119,3.0
1926,2740,5.0
1983,1859,5.0
1426,644,5.0
287,1646,5.0
1326,2019,4.0
2056,1210,2.0
318,1666,5.0
3151,2122,5.0
1658,1859,4.0
2023,1081,5.0
754,1859,5.0
3153,1360,4.0
754,1859,5.0
2271,1622,5.0
3153,2122,5.0
754,1859,5.0
3332,2749,4.0
754,1859,5.0
1081,1646,5.0
1645,1923,2.0
174,1210,5.0
3143,644,5.0
2952,989,5.0
2879,2490,2.0
859,2218,5.0
754,1859,5.0
1694,1761,5.0
236,298,5.0
2508,1081,1.0
1796,644,4.0
2685,2490,5.0
1910,1081,5.0
1586,644,5.0
2002,1859,4.0
2495,2490,4.0
493,1081,5.0
1639,1432,3.0
717,644,5.0
174,989,5.0
123,1779,4.0
1987,2622,2.0
517,1724,4.0
1157,1081,5.0
2003,1859,4.0
1684,1048,5.0
2556,2622,5.0
2556,2622,5.0
2607,2236,5.0
1159,1515,4.0
2556,2622,5.0
2876,1081,1.0
1040,1724,5.0
2451,1859,4.0
2242,2622,5.0
60,1081,5.0
2004,1859,4.0
1904,1081,1.0
3091,580,4.0
1258,739,3.0
1902,1081,1.0
2879,339,3.0
1748,1951,5.0
2018,580,4.0
357,137,4.0
1749,296,4.0
416,1081,5.0
1158,1724,5.0
3076,2522,5.0
82,137,5.0
1403,372,5.0
2131,2064,2.0
2057,339,3.0
3235,137,5.0
2735,580,4.0
199,2186,5.0
1737,2613,4.0
470,681,4.0
2829,290,5.0
255,137,5.0
627,290,5.0
1126,2387,5.0
884,290,5.0
3036,2574,3.0
2431,2574,3.0
560,137,5.0
2432,2574,3.0
2221,2574,3.0
737,2425,3.0
2917,137,5.0
1031,2613,4.0
3301,1307,4.0
911,2263,2.0
1177,881,4.0
2869,2311,3.0
807,2263,1.0
2508,577,4.0
1385,2410,3.0
1295,57,4.0
1897,2613,2.0
2264,1788,5.0
2466,1013,2.0
1937,2153,5.0
1201,2613,4.0
962,2599,5.0
2424,2068,3.0
3414,847,4.0
3415,847,4.0
2037,847,4.0
1112,847,4.0
2776,1255,2.0
160,1013,4.0
3246,2068,5.0
1015,2613,5.0
2336,909,4.0
3304,1398,2.0
2329,2252,5.0
749,909,4.0
191,909,5.0
1449,1326,5.0
2554,2217,5.0
2659,534,5.0
174,241,4.0
2602,1863,2.0
2399,1326,3.0
1866,2640,3.0
2334,2252,5.0
2934,1326,3.0
590,1526,4.0
2871,1541,4.0
1743,2692,3.0
797,534,3.0
458,1945,4.0
1015,1870,5.0
401,2504,5.0
2343,1378,2.0
1177,2273,5.0
2493,2142,5.0
1164,401,5.0
2255,2011,4.0
308,1170,4.0
3350,2142,5.0
931,1170,4.0
1095,1384,4.0
2791,2641,5.0
3095,2217,4.0
3352,2142,5.0
937,1170,4.0
2625,1021,5.0
1631,1384,4.0
131,430,2.0
21,1224,5.0
2273,1945,4.0
1894,1375,5.0
2165,401,5.0
52,2487,5.0
576,1170,4.0
1631,2798,5.0
2896,1017,4.0
2014,68,2.0
154,1945,5.0
1662,1170,4.0
378,2622,5.0
1990,2547,4.0
2594,2605,3.0
185,1377,4.0
1618,2622,3.0
554,1170,5.0
2343,1498,3.0
3231,1498,4.0
57,1498,4.0
2230,333,5.0
174,1498,5.0
1046,2605,1.0
32,1498,4.0
2661,1498,5.0
2198,1170,3.0
2096,425,1.0
1887,510,4.0
1222,1685,5.0
1631,1498,5.0
2562,68,4.0
68,2469,4.0
174,535,3.0
1323,1553,4.0
2874,510,4.0
1911,333,3.0
2892,1553,5.0
1695,2605,5.0
380,1170,3.0
2875,510,4.0
2567,333,3.0
2813,2605,5.0
2324,2589,5.0
2650,1170,4.0
2869,224,4.0
3461,2605,4.0
1572,333,2.0
1112,481,4.0
1560,2605,4.0
3016,1945,3.0
3319,2436,5.0
3459,2605,1.0
2408,2605,3.0
2171,192,4.0
1488,2419,4.0
2497,2605,3.0
1694,2436,5.0
2272,2605,5.0
1390,525,4.0
1268,2418,5.0
469,2717,3.0
2776,1968,4.0
3350,525,5.0
664,2721,3.0
440,2698,5.0
3455,2716,4.0
1369,2104,5.0
2079,2716,3.0
442,2698,5.0
575,1378,4.0
439,2698,5.0
1390,500,4.0
1606,1378,4.0
1112,1961,4.0
1774,1756,4.0
3184,17,3.0
3154,2698,5.0
1639,500,5.0
431,416,5.0
2497,1961,5.0
3034,2698,4.0
1728,1284,4.0
1148,1284,3.0
2255,2240,3.0
3160,2698,4.0
1629,104,5.0
553,544,4.0
994,1381,5.0
1159,2605,2.0
2441,1972,5.0
696,544,2.0
2756,335,4.0
2246,104,2.0
2452,391,3.0
174,2605,5.0
124,544,4.0
2451,1750,4.0
1158,544,3.0
2084,2605,4.0
960,544,5.0
3095,2711,4.0
1635,2257,4.0
1695,544,5.0
1728,1750,4.0
1642,1403,4.0
930,2605,1.0
1276,104,4.0
2634,2605,5.0
357,1196,4.0
1037,608,4.0
2051,26,5.0
2682,1750,5.0
419,2605,2.0
863,608,4.0
2356,208,3.0
418,2605,4.0
333,608,5.0
2451,803,4.0
1201,608,4.0
1361,1702,5.0
2424,1702,1.0
2629,803,5.0
2917,1702,5.0
2308,1312,5.0
2795,2328,3.0
1872,97,5.0
2329,611,4.0
2349,1014,4.0
706,1405,1.0
2334,611,5.0
251,1671,2.0
2889,2702,5.0
2763,2049,3.0
1139,1108,4.0
2674,2049,1.0
1993,2884,4.0
3236,1728,5.0
1094,1728,4.0
2555,2884,3.0
2923,843,4.0
3117,448,5.0
2674,1284,3.0
939,1284,3.0
2250,448,5.0
1019,37,3.0
1642,1284,4.0
3055,448,4.0
1638,1284,3.0
51,1735,3.0
2508,448,5.0
32,2884,5.0
1040,448,4.0
2240,685,3.0
2145,685,4.0
1680,685,4.0
3101,2122,4.0
2761,2876,5.0
3099,2122,4.0
1800,2436,5.0
3103,2122,4.0
2619,2436,3.0
3101,2122,4.0
3106,134,3.0
445,1859,5.0
1479,2436,5.0
3100,2122,5.0
2190,134,5.0
1897,2858,5.0
1074,1883,5.0
1897,2858,5.0
3135,2189,4.0
3171,1883,5.0
3279,2858,4.0
2776,2129,4.0
2879,2858,4.0
585,1883,4.0
1703,2189,5.0
1703,2189,5.0
2097,2858,4.0
2555,1917,5.0
1898,2189,5.0
332,2558,5.0
2399,2189,3.0
418,2129,5.0
147,1883,5.0
377,1917,4.0
1733,2189,3.0
2622,479,5.0
440,1793,5.0
1160,1793,5.0
818,1883,5.0
1728,1248,5.0
1160,2772,5.0
957,2772,5.0
2227,2189,5.0
2725,1793,1.0
912,1248,4.0
601,1248,5.0
1741,479,5.0
855,1793,2.0
1286,479,5.0
518,2297,5.0
739,1793,2.0
962,1248,3.0
28,1144,5.0
2094,1248,4.0
3274,2631,4.0
136,1917,5.0
1488,1883,5.0
1050,1248,3.0
1367,2291,5.0
2779,2631,4.0
1937,1883,5.0
3019,2631,5.0
368,133,4.0
2977,1917,5.0
2097,905,5.0
1935,1883,5.0
2769,1785,3.0
1210,133,5.0
1240,673,3.0
1015,2459,5.0
1105,2633,5.0
1530,2248,5.0
2631,673,5.0
1834,284,5.0
1426,1917,5.0
2415,2248,5.0
2,284,4.0
2952,673,5.0
492,284,4.0
1513,2633,5.0
1015,2521,4.0
2605,284,5.0
3133,2248,3.0
1289,2653,1.0
3143,143,3.0
950,1106,5.0
187,284,4.0
469,2631,4.0
2097,284,5.0
2771,905,5.0
2776,2631,5.0
2776,1756,3.0
3083,284,3.0
2217,1195,5.0
1587,2633,5.0
2570,2631,3.0
1255,2297,3.0
2096,2297,3.0
3462,905,5.0
1621,2297,3.0
147,2248,5.0
199,2233,4.0
1639,1106,4.0
397,909,5.0
2668,1195,4.0
469,905,5.0
1313,1936,5.0
1265,2233,4.0
1743,284,4.0
2823,905,5.0
928,550,4.0
2900,545,5.0
1264,2233,4.0
2083,1195,5.0
335,905,5.0
1774,1936,5.0
807,1106,4.0
1070,940,4.0
587,2233,4.0
1906,380,5.0
1112,161,3.0
1237,1936,4.0
335,905,5.0
1695,1936,4.0
1315,1106,5.0
2157,161,5.0
3287,550,4.0
2540,905,5.0
96,161,3.0
3124,380,5.0
2064,1195,3.0
2424,2569,4.0
3078,2521,3.0
437,1846,5.0
1237,1396,5.0
1884,2521,4.0
3124,1458,4.0
78,380,4.0
1141,2569,3.0
774,2589,4.0
622,1458,3.0
1786,1787,3.0
473,1458,4.0
869,380,4.0
694,1458,3.0
478,2589,5.0
136,1662,4.0
596,1458,4.0
1938,1451,5.0
1267,2020,5.0
56,2803,3.0
121,1392,5.0
997,2269,5.0
1587,422,5.0
2869,160,5.0
1372,380,5.0
1959,1923,3.0
1268,2020,5.0
3145,422,5.0
2238,336,5.0
1711,2269,5.0
2018,1563,3.0
2246,1940,3.0
1371,380,5.0
3143,1662,5.0
201,871,4.0
3123,2269,5.0
2072,2666,5.0
1177,892,4.0
2655,1041,2.0
984,2649,4.0
333,2269,4.0
1862,1959,4.0
2121,2020,5.0
2072,2666,4.0
2152,1041,3.0
3383,380,5.0
3107,909,4.0
2938,1959,5.0
3323,2666,5.0
124,1041,5.0
2762,1563,5.0
625,2805,5.0
1093,2666,5.0
550,1031,5.0
2907,2020,5.0
2938,2269,4.0
1251,380,5.0
2096,1331,5.0
2859,2805,1.0
2506,897,2.0
2171,1031,4.0
2626,46,5.0
2406,900,5.0
693,2020,5.0
662,1563,4.0
1361,1331,5.0
554,564,4.0
2932,900,5.0
3183,900,4.0
1436,1363,5.0
661,1563,4.0
2015,1897,4.0
957,900,5.0
601,2269,5.0
2260,2760,4.0
3246,46,3.0
843,564,5.0
2407,900,5.0
1550,1563,4.0
2695,2020,4.0
2922,900,5.0
199,2288,5.0
1090,1378,4.0
2617,1563,5.0
832,1313,3.0
2168,2357,5.0
1092,1299,5.0
130,380,4.0
1259,900,4.0
1403,1554,4.0
1,900,5.0
2522,2288,5.0
2786,1313,4.0
2255,1554,4.0
1186,900,5.0
685,897,4.0
2729,974,4.0
471,380,3.0
2271,1594,5.0
2735,2269,2.0
1669,1897,2.0
1978,900,5.0
1112,2732,5.0
1684,15,5.0
1957,900,3.0
43,308,2.0
3445,1543,1.0
1655,2288,5.0
1570,1897,5.0
174,2269,4.0
2776,855,4.0
1905,900,5.0
2400,1635,4.0
1160,2445,2.0
82,1594,5.0
1366,2381,4.0
3103,2672,5.0
57,855,4.0
187,1897,3.0
2255,2322,4.0
1262,870,4.0
335,1563,4.0
1691,2269,5.0
1261,870,5.0
3187,2445,4.0
220,2732,5.0
1395,2288,1.0
3350,284,4.0
305,1798,3.0
964,15,3.0
947,1897,5.0
96,1563,3.0
88,104,4.0
3352,284,4.0
3040,914,2.0
3086,2761,5.0
557,900,2.0
797,1563,5.0
218,1897,4.0
21,675,5.0
1201,1559,5.0
21,675,5.0
2571,914,4.0
733,897,4.0
1955,1897,4.0
2271,900,4.0
1068,2445,4.0
2035,870,4.0
94,1563,5.0
109,104,2.0
2931,458,5.0
2789,2702,5.0
2508,1167,4.0
2975,458,5.0
2384,914,1.0
8,2614,5.0
1955,1897,5.0
119,471,4.0
2965,2813,5.0
533,2673,5.0
2255,2424,3.0
2947,2117,2.0
3352,104,3.0
1718,458,5.0
1333,1538,4.0
1083,914,5.0
1898,2269,5.0
2452,2240,3.0
1070,458,5.0
3086,104,4.0
1950,673,3.0
2497,458,5.0
1313,2269,3.0
2470,1313,4.0
1099,458,4.0
3025,471,3.0
3086,2269,4.0
3010,735,3.0
1695,2827,5.0
2494,458,5.0
1925,2340,2.0
2662,1313,5.0
1936,2424,5.0
1203,775,5.0
1096,2741,4.0
2937,2813,5.0
1776,2117,4.0
619,458,3.0
824,2846,4.0
1158,2269,5.0
353,1313,3.0
3257,775,5.0
2062,2702,5.0
1158,2741,5.0
1172,2039,5.0
1588,252,5.0
159,2702,5.0
833,113,5.0
1820,471,3.0
2146,458,5.0
2271,2269,4.0
1261,2846,5.0
2832,269,5.0
1249,61,2.0
1899,458,3.0
2778,902,5.0
1936,2827,5.0
3347,750,3.0
1189,976,5.0
1014,1853,5.0
1158,416,4.0
1776,269,4.0
2990,61,3.0
317,230,5.0
1219,2702,5.0
2283,2846,5.0
1190,976,4.0
1911,458,5.0
3030,2696,4.0
1188,976,5.0
1254,1566,5.0
1709,61,4.0
3026,471,5.0
1288,461,5.0
19,2846,5.0
2096,2117,4.0
238,2702,5.0
2096,1647,5.0
2271,2167,5.0
171,1159,3.0
648,1643,4.0
2096,2424,5.0
1698,2462,4.0
709,1396,5.0
1255,1647,5.0
1897,2167,1.0
1774,2696,5.0
1436,2089,5.0
3439,2462,4.0
57,370,1.0
268,1563,4.0
1117,1396,3.0
2641,2846,5.0
268,1563,4.0
2348,458,5.0
1926,1476,5.0
106,750,2.0
3246,2167,3.0
1085,79,5.0
2250,1643,5.0
3182,2478,5.0
2034,1563,4.0
1436,2089,5.0
3361,1563,4.0
3108,909,5.0
3382,493,3.0
860,892,4.0
281,909,3.0
2626,1563,5.0
1465,2417,4.0
2761,916,5.0
693,916,5.0
1410,2436,5.0
1824,909,4.0
3426,909,5.0
419,2306,4.0
2907,916,5.0
1638,990,5.0
1141,284,4.0
696,1563,2.0
2023,1595,3.0
3373,1656,5.0
508,2306,4.0
1380,1563,4.0
2343,1019,2.0
1299,916,4.0
1888,2706,2.0
1283,1019,4.0
174,2702,2.0
2127,1563,5.0
2753,2547,5.0
1300,916,5.0
2343,1019,3.0
2033,1563,4.0
597,2702,5.0
1300,916,5.0
1300,1019,3.0
3341,755,4.0
943,1563,4.0
1399,1100,4.0
161,2702,5.0
1300,1019,4.0
2454,1891,4.0
1300,1019,4.0
1740,1592,4.0
1126,2073,5.0
2456,1891,4.0
2370,2336,5.0
213,1592,5.0
1480,1019,3.0
2793,384,3.0
2109,2073,5.0
2569,1592,4.0
948,1019,3.0
65,1563,4.0
3460,1592,5.0
2564,688,5.0
2939,2073,5.0
335,2141,5.0
806,2606,1.0
1805,2055,5.0
2120,1019,5.0
1922,2706,5.0
635,2073,5.0
2149,1563,4.0
174,1748,4.0
1728,1019,4.0
1897,1563,4.0
3212,2055,5.0
1601,1019,5.0
859,124,4.0
2382,1019,5.0
719,2397,5.0
3219,916,3.0
146,1328,5.0
710,339,5.0
780,769,5.0
2502,1019,4.0
583,892,4.0
514,56,5.0
3062,1328,5.0
1706,2397,5.0
1897,1417,5.0
2250,2591,5.0
2401,1417,4.0
1695,1607,5.0
1265,1378,3.0
2917,2881,5.0
1911,2232,5.0
395,916,4.0
726,2313,5.0
1361,1297,5.0
893,1607,5.0
2659,2502,3.0
1175,1791,5.0
1459,2343,5.0
2023,2502,4.0
308,2904,5.0
650,1378,4.0
1313,2270,5.0
1590,2241,5.0
670,2460,4.0
2329,2040,4.0
878,916,5.0
2557,271,5.0
1202,1598,5.0
2556,2713,4.0
1053,2460,5.0
1643,916,3.0
1631,2915,4.0
1117,581,3.0
2470,634,5.0
2146,769,5.0
2479,1362,4.0
2470,634,4.0
1403,1833,4.0
599,724,5.0
2065,135,3.0
2354,769,5.0
1104,1598,5.0
2470,634,4.0
82,769,5.0
2270,1362,2.0
569,1833,4.0
2420,769,5.0
1703,558,5.0
3045,135,5.0
3228,2313,4.0
404,769,4.0
3062,892,5.0
1630,634,3.0
2355,769,3.0
161,558,5.0
1936,2038,5.0
174,577,4.0
3243,916,4.0
3459,769,5.0
2786,2906,5.0
2978,324,5.0
3243,916,4.0
165,2038,5.0
3243,916,4.0
1078,2343,5.0
1603,2906,4.0
1112,1672,5.0
1487,909,5.0
2827,892,5.0
2899,2343,4.0
2757,1492,5.0
1295,2343,4.0
675,1580,4.0
2527,1284,3.0
631,89,4.0
3302,1940,4.0
1618,1501,5.0
379,1284,3.0
1245,1444,4.0
1199,1672,5.0
826,2436,5.0
395,582,5.0
1694,724,4.0
752,990,5.0
3194,1284,2.0
2696,1672,5.0
2497,724,5.0
2555,1444,5.0
2363,46,2.0
1792,724,4.0
1911,1284,4.0
2811,724,2.0
1494,2073,5.0
1367,2324,5.0
136,1940,5.0
1313,2426,4.0
2735,724,5.0
2988,2436,4.0
554,1340,4.0
3095,1109,2.0
1847,1284,3.0
2869,724,4.0
2160,724,2.0
3298,1940,4.0
3268,508,5.0
1859,1444,5.0
1792,1340,4.0
1844,1284,3.0
3091,1109,5.0
841,892,5.0
1281,2797,4.0
1486,508,3.0
1466,1444,5.0
2231,2233,4.0
603,508,3.0
554,1467,5.0
907,1378,4.0
636,2764,5.0
108,1284,2.0
174,1340,4.0
1898,2764,5.0
136,2764,5.0
11,1178,5.0
2453,353,5.0
1014,783,5.0
675,1444,4.0
308,2764,5.0
134,1370,5.0
1653,975,5.0
3093,2764,4.0
2592,1178,2.0
1158,1370,5.0
1897,2764,5.0
1158,2764,5.0
609,2257,2.0
1897,1178,5.0
2497,2257,5.0
2636,1506,5.0
1464,1444,4.0
2929,1533,5.0
1158,1178,2.0
1070,1083,5.0
957,2417,4.0
1681,1040,5.0
2922,1178,5.0
2840,1040,4.0
165,357,5.0
2768,287,1.0
2456,353,5.0
1897,1178,4.0
2454,353,5.0
1160,42,4.0
2329,1854,5.0
719,2513,2.0
2779,357,3.0
2370,2716,4.0
1266,42,2.0
2149,1040,5.0
2635,1506,5.0
622,357,2.0
174,1040,5.0
2779,1083,5.0
1487,2716,4.0
1158,56,4.0
2892,2633,5.0
2434,2417,4.0
574,1448,5.0
1864,56,4.0
1810,1238,4.0
1015,2716,5.0
1107,1448,5.0
1699,2633,4.0
2455,353,5.0
1977,2417,3.0
1695,1572,5.0
2764,558,5.0
577,90,2.0
1360,931,5.0
1901,2633,5.0
2948,931,5.0
99,2863,5.0
1662,1553,5.0
2596,558,2.0
3217,1553,5.0
2783,610,5.0
1791,1553,4.0
1476,2099,5.0
344,2080,5.0
859,1553,4.0
675,1444,4.0
3138,2080,5.0
2784,1553,5.0
425,2080,5.0
436,2080,5.0
124,153,5.0
1911,1247,4.0
2983,578,4.0
2358,1251,2.0
868,2633,4.0
434,2080,5.0
308,1247,4.0
55,905,5.0
2020,2570,5.0
3095,711,3.0
775,1563,5.0
3084,2758,5.0
2423,1247,4.0
1651,1444,4.0
3286,1563,4.0
1911,1468,5.0
1911,1468,5.0
429,2080,5.0
1911,1468,5.0
1172,2175,5.0
60,2404,3.0
2005,1247,3.0
3295,1468,2.0
11,1415,4.0
432,2080,5.0
2341,1247,4.0
2592,1468,4.0
530,2289,3.0
226,1411,4.0
1290,537,5.0
1177,2570,5.0
1911,1468,5.0
1416,1478,5.0
3108,2530,4.0
3282,430,5.0
694,1797,4.0
1829,1478,4.0
174,480,4.0
930,1478,5.0
2999,1411,5.0
1011,2507,3.0
1689,1478,5.0
1991,537,5.0
434,1478,5.0
2695,908,2.0
2497,2133,4.0
429,1478,4.0
410,2507,5.0
362,537,5.0
432,1478,4.0
119,2570,5.0
3298,303,5.0
1305,1478,4.0
1092,2906,4.0
2456,2679,4.0
2453,2679,5.0
1093,2906,4.0
3348,2507,5.0
1430,537,5.0
2454,2679,4.0
1845,503,5.0
174,724,5.0
176,724,4.0
173,724,2.0
3078,1607,3.0
1695,921,5.0
3433,2716,3.0
1694,2566,4.0
3217,2906,3.0
1673,702,4.0
1015,2757,5.0
295,2570,5.0
1331,2566,5.0
1652,975,5.0
96,724,3.0
1179,1478,5.0
1628,2757,1.0
700,762,3.0
431,1065,5.0
1685,702,5.0
1015,2566,5.0
2291,1912,5.0
2602,2757,5.0
2176,724,3.0
2685,2566,3.0
136,1168,4.0
3230,1478,4.0
1914,724,4.0
333,1912,5.0
3408,2566,4.0
836,1042,5.0
467,724,5.0
1392,1478,4.0
2869,1434,1.0
2784,2566,5.0
1082,2570,5.0
214,2566,4.0
3211,1042,4.0
472,2645,5.0
100,1168,4.0
2733,201,4.0
2124,2233,4.0
1909,724,5.0
2436,1411,5.0
763,2233,5.0
2560,1197,5.0
1665,1954,3.0
1562,2570,5.0
1158,464,2.0
3250,1912,2.0
2430,2566,4.0
2776,1085,4.0
354,2233,5.0
1673,1891,4.0
3268,2566,3.0
1126,1954,4.0
1685,1891,4.0
2869,1069,5.0
432,1065,5.0
2329,195,5.0
3086,2187,5.0
51,1411,5.0
2334,195,5.0
2360,1712,5.0
1462,2233,5.0
